"","schid","minority","female","ses","mathach","size","schtype","meanses"
"1335","2655",1,0,-0.858,22.18,2475,0,-0.696
"1336","2655",1,1,-1.198,6.248,2475,0,-0.696
"1337","2655",0,1,-0.968,5.108,2475,0,-0.696
"1338","2655",1,0,-0.368,4.976,2475,0,-0.696
"1339","2655",1,0,-0.078,13.933,2475,0,-0.696
"1340","2655",0,1,-0.668,17.89,2475,0,-0.696
"1341","2655",1,1,-0.878,5.999,2475,0,-0.696
"1342","2655",0,0,-1.008,8.547,2475,0,-0.696
"1343","2655",1,1,-1.308,12.407,2475,0,-0.696
"1344","2655",1,0,-0.548,14.811,2475,0,-0.696
"1345","2655",1,1,-1.308,15.9,2475,0,-0.696
"1346","2655",1,0,-0.858,12.09,2475,0,-0.696
"1347","2655",1,1,-0.338,3.715,2475,0,-0.696
"1348","2655",0,1,-0.168,21.934,2475,0,-0.696
"1349","2655",1,0,-0.568,16.625,2475,0,-0.696
"1350","2655",1,1,-0.418,12.526,2475,0,-0.696
"1351","2655",1,0,-0.848,4.066,2475,0,-0.696
"1352","2655",1,1,-1.518,14.117,2475,0,-0.696
"1353","2655",1,1,-2.188,3.28,2475,0,-0.696
"1354","2655",1,1,-0.948,20.533,2475,0,-0.696
"1355","2655",1,0,0.242,13.168,2475,0,-0.696
"1356","2655",1,1,-0.808,14.41,2475,0,-0.696
"1357","2655",1,1,-0.708,14.318,2475,0,-0.696
"1358","2655",1,1,-1.818,-1.725,2475,0,-0.696
"1359","2655",1,1,-1.828,-0.625,2475,0,-0.696
"1360","2655",1,1,0.132,14.746,2475,0,-0.696
"1361","2655",1,1,-0.668,16.068,2475,0,-0.696
"1362","2655",0,1,-0.358,19.514,2475,0,-0.696
"1363","2655",0,1,-1.608,1.27,2475,0,-0.696
"1364","2655",0,0,0.442,22.559,2475,0,-0.696
"1365","2655",1,1,0.902,17.231,2475,0,-0.696
"1366","2655",1,0,-0.418,11.087,2475,0,-0.696
"1367","2655",1,0,-1.448,18.557,2475,0,-0.696
"1368","2655",1,0,-0.808,14.52,2475,0,-0.696
"1369","2655",1,1,-0.878,15.01,2475,0,-0.696
"1370","2655",1,0,-0.318,12.504,2475,0,-0.696
"1371","2655",1,1,-0.778,4.541,2475,0,-0.696
"1372","2655",0,0,-1.208,7.949,2475,0,-0.696
"1373","2655",1,0,-0.748,16.614,2475,0,-0.696
"1374","2655",1,1,-0.678,7.448,2475,0,-0.696
"1375","2655",1,1,-0.558,8.571,2475,0,-0.696
"1376","2655",1,0,-1.288,4.961,2475,0,-0.696
"1377","2655",1,0,-0.208,15.57,2475,0,-0.696
"1378","2655",1,1,-0.548,17.205,2475,0,-0.696
"1379","2655",1,1,0.482,20.854,2475,0,-0.696
"1380","2655",0,1,0.162,14.665,2475,0,-0.696
"1381","2655",0,0,-0.368,23.261,2475,0,-0.696
"1382","2658",0,1,-0.028,7.02,780,1,0.444
"1383","2658",0,0,1.222,11.371,780,1,0.444
"1384","2658",0,1,0.702,9.459,780,1,0.444
"1385","2658",0,1,1.422,12.779,780,1,0.444
"1386","2658",0,1,-0.398,5.368,780,1,0.444
"1387","2658",0,1,0.252,19.28,780,1,0.444
"1388","2658",0,1,0.952,12.86,780,1,0.444
"1389","2658",0,0,0.942,23.447,780,1,0.444
"1390","2658",0,0,-0.528,7.98,780,1,0.444
"1391","2658",0,1,0.462,14.366,780,1,0.444
"1392","2658",0,0,-0.238,12.164,780,1,0.444
"1393","2658",0,1,1.022,16.154,780,1,0.444
"1394","2658",0,1,0.672,13.662,780,1,0.444
"1395","2658",0,0,-0.648,22.388,780,1,0.444
"1396","2658",0,1,-0.408,18.324,780,1,0.444
"1397","2658",0,0,1.512,10.639,780,1,0.444
"1398","2658",1,1,-0.258,4.616,780,1,0.444
"1399","2658",0,1,-0.308,13.242,780,1,0.444
"1400","2658",0,0,0.152,15.631,780,1,0.444
"1401","2658",0,0,0.922,13.355,780,1,0.444
"1402","2658",1,1,-0.068,18.233,780,1,0.444
"1403","2658",0,1,0.482,22.924,780,1,0.444
"1404","2658",1,1,1.102,13.33,780,1,0.444
"1405","2658",1,0,1.512,16.226,780,1,0.444
"1406","2658",0,0,0.662,9.418,780,1,0.444
"1407","2658",1,1,0.382,3.291,780,1,0.444
"1408","2658",0,0,0.782,12.612,780,1,0.444
"1409","2658",0,0,0.222,16.533,780,1,0.444
"1410","2658",0,1,0.652,16.172,780,1,0.444
"1411","2658",0,1,0.302,16.757,780,1,0.444
"1412","2658",0,0,-0.328,18.079,780,1,0.444
"1413","2658",1,1,0.302,13.816,780,1,0.444
"1414","2658",1,1,-1.178,-0.929,780,1,0.444
"1415","2658",0,1,-0.568,-0.279,780,1,0.444
"1416","2658",0,1,0.712,18.037,780,1,0.444
"1417","2658",0,1,0.782,18.19,780,1,0.444
"1418","2658",0,0,0.882,13.081,780,1,0.444
"1419","2658",0,0,1.342,11.027,780,1,0.444
"1420","2658",1,0,0.692,5.77,780,1,0.444
"1421","2658",1,0,0.142,10.72,780,1,0.444
"1422","2658",0,1,0.322,13.466,780,1,0.444
"1423","2658",0,1,0.842,15.498,780,1,0.444
"1424","2658",0,1,0.482,19.082,780,1,0.444
"1425","2658",0,1,0.512,16.587,780,1,0.444
"1426","2658",0,0,1.342,21.081,780,1,0.444
"1427","2755",1,0,-0.188,18.264,270,1,0.562
"1428","2755",1,0,0.872,9.891,270,1,0.562
"1429","2755",0,0,0.442,13.237,270,1,0.562
"1430","2755",0,0,0.192,23.665,270,1,0.562
"1431","2755",1,0,1.182,7.236,270,1,0.562
"1432","2755",1,0,-0.248,12.625,270,1,0.562
"1433","2755",0,0,1.072,22.643,270,1,0.562
"1434","2755",0,0,0.602,17.796,270,1,0.562
"1435","2755",0,0,0.662,15.684,270,1,0.562
"1436","2755",1,0,0.112,14.642,270,1,0.562
"1437","2755",1,0,1.512,23.785,270,1,0.562
"1438","2755",1,0,0.882,10.989,270,1,0.562
"1439","2755",0,0,-0.218,7.124,270,1,0.562
"1440","2755",0,0,0.582,20.627,270,1,0.562
"1441","2755",1,0,-0.088,9.433,270,1,0.562
"1442","2755",0,0,-0.008,12.083,270,1,0.562
"1443","2755",0,0,0.622,11.374,270,1,0.562
"1444","2755",0,0,-0.218,23.108,270,1,0.562
"1445","2755",1,0,-0.468,22.295,270,1,0.562
"1446","2755",0,0,0.602,9.947,270,1,0.562
"1447","2755",0,0,0.052,20.438,270,1,0.562
"1448","2755",1,0,-0.168,14.17,270,1,0.562
"1449","2755",0,0,1.142,18.734,270,1,0.562
"1450","2755",0,0,0.932,17.499,270,1,0.562
"1451","2755",1,0,0.312,20.124,270,1,0.562
"1452","2755",0,0,1.022,20.3,270,1,0.562
"1453","2755",0,0,0.442,20.929,270,1,0.562
"1454","2755",1,0,0.592,5.869,270,1,0.562
"1455","2755",0,0,-0.028,22.428,270,1,0.562
"1456","2755",0,0,1.512,21.614,270,1,0.562
"1457","2755",0,0,0.482,20.021,270,1,0.562
"1458","2755",0,0,1.072,17.117,270,1,0.562
"1459","2755",0,0,0.772,17.988,270,1,0.562
"1460","2755",1,0,-1.058,3.111,270,1,0.562
"1461","2755",0,0,1.152,19.737,270,1,0.562
"1462","2755",1,0,0.302,20.136,270,1,0.562
"1463","2755",0,0,1.072,21.14,270,1,0.562
"1464","2755",1,0,1.512,8.448,270,1,0.562
"1465","2755",0,0,1.262,15.941,270,1,0.562
"1466","2755",0,0,1.082,22.694,270,1,0.562
"1467","2755",0,0,1.312,14.546,270,1,0.562
"1468","2755",0,0,0.302,22.167,270,1,0.562
"1469","2755",1,0,1.372,21.738,270,1,0.562
"1470","2755",0,0,-0.828,24.479,270,1,0.562
"1471","2755",0,0,1.302,8.879,270,1,0.562
"1472","2755",0,0,0.622,24.993,270,1,0.562
"1473","2755",1,0,0.692,2.708,270,1,0.562
"1474","2768",0,0,0.422,1.467,1680,0,-0.048
"1475","2768",0,1,-1.958,5.666,1680,0,-0.048
"1476","2768",0,1,0.362,6.49,1680,0,-0.048
"1477","2768",0,1,0.282,14.487,1680,0,-0.048
"1478","2768",0,0,-0.068,19.67,1680,0,-0.048
"1479","2768",0,1,0.332,10.159,1680,0,-0.048
"1480","2768",0,1,0.782,17.824,1680,0,-0.048
"1481","2768",0,1,-1.168,5.853,1680,0,-0.048
"1482","2768",0,0,-0.378,2.482,1680,0,-0.048
"1483","2768",0,0,-0.008,20.586,1680,0,-0.048
"1484","2768",1,1,-0.808,3.358,1680,0,-0.048
"1485","2768",0,0,1.202,17.956,1680,0,-0.048
"1486","2768",0,1,-0.458,6.012,1680,0,-0.048
"1487","2768",0,0,-1.378,4.097,1680,0,-0.048
"1488","2768",0,1,1.362,11.419,1680,0,-0.048
"1489","2768",0,0,0.082,19.581,1680,0,-0.048
"1490","2768",1,1,-0.478,10.447,1680,0,-0.048
"1491","2768",0,1,0.082,3.835,1680,0,-0.048
"1492","2768",0,0,0.112,8.735,1680,0,-0.048
"1493","2768",0,0,-0.738,24.812,1680,0,-0.048
"1494","2768",0,0,0.502,2.542,1680,0,-0.048
"1495","2768",0,0,1.512,22.038,1680,0,-0.048
"1496","2768",0,0,0.092,12.812,1680,0,-0.048
"1497","2768",0,0,-1.758,2.531,1680,0,-0.048
"1498","2768",0,1,0.732,17.314,1680,0,-0.048
"1499","2771",1,0,-0.158,6.629,415,0,-0.333
"1500","2771",0,0,-1.048,11.07,415,0,-0.333
"1501","2771",0,0,0.452,10.93,415,0,-0.333
"1502","2771",0,0,-1.288,6.584,415,0,-0.333
"1503","2771",0,1,-0.438,9.528,415,0,-0.333
"1504","2771",0,0,-0.178,6.966,415,0,-0.333
"1505","2771",0,1,-0.328,17.129,415,0,-0.333
"1506","2771",0,0,-0.118,12.749,415,0,-0.333
"1507","2771",0,1,-0.778,13.353,415,0,-0.333
"1508","2771",0,0,-0.538,23.217,415,0,-0.333
"1509","2771",0,1,-0.478,18.901,415,0,-0.333
"1510","2771",0,0,-1.228,10.738,415,0,-0.333
"1511","2771",0,0,-0.128,11.93,415,0,-0.333
"1512","2771",0,1,-0.418,10.896,415,0,-0.333
"1513","2771",0,1,0.132,6.324,415,0,-0.333
"1514","2771",0,0,0.252,24.993,415,0,-0.333
"1515","2771",0,0,0.002,6.759,415,0,-0.333
"1516","2771",0,0,-0.498,4.494,415,0,-0.333
"1517","2771",0,0,0.302,11.226,415,0,-0.333
"1518","2771",0,0,-0.788,0.488,415,0,-0.333
"1519","2771",0,1,-0.048,22.896,415,0,-0.333
"1520","2771",0,1,0.152,21.657,415,0,-0.333
"1521","2771",0,1,-0.308,12.176,415,0,-0.333
"1522","2771",0,1,0.622,21.071,415,0,-0.333
"1523","2771",0,1,-0.678,-2.832,415,0,-0.333
"1524","2771",0,1,-0.618,7.558,415,0,-0.333
"1525","2771",0,1,0.382,18.739,415,0,-0.333
"1526","2771",0,1,-0.498,5.744,415,0,-0.333
"1527","2771",0,0,-0.528,7.68,415,0,-0.333
"1528","2771",0,0,-0.748,14.324,415,0,-0.333
"1529","2771",0,1,-0.798,8.252,415,0,-0.333
"1530","2771",0,0,-0.568,18.192,415,0,-0.333
"1531","2771",0,1,0.032,19.244,415,0,-0.333
"1532","2771",0,1,0.342,17.634,415,0,-0.333
"1533","2771",0,0,-0.188,4.988,415,0,-0.333
"1534","2771",0,0,-1.238,8.923,415,0,-0.333
"1535","2771",0,1,-1.158,10.187,415,0,-0.333
"1536","2771",0,1,0.112,9.595,415,0,-0.333
"1537","2771",0,1,-1.498,6.086,415,0,-0.333
"1538","2771",0,0,-0.858,22.886,415,0,-0.333
"1539","2771",0,1,-0.438,1.317,415,0,-0.333
"1540","2771",0,1,-0.658,14.66,415,0,-0.333
"1541","2771",0,1,-0.128,17.606,415,0,-0.333
"1542","2771",0,1,-0.078,13.495,415,0,-0.333
"1543","2771",0,0,0.222,7.267,415,0,-0.333
"1544","2771",0,0,0.342,7.952,415,0,-0.333
"1545","2771",0,0,0.002,14.442,415,0,-0.333
"1546","2771",0,1,-0.338,10.2,415,0,-0.333
"1547","2771",0,0,0.302,9.589,415,0,-0.333
"1548","2771",0,1,-1.098,21.02,415,0,-0.333
"1549","2771",0,0,-0.768,-0.809,415,0,-0.333
"1550","2771",0,1,-0.608,8.321,415,0,-0.333
"1551","2771",0,0,0.312,20.884,415,0,-0.333
"1552","2771",0,0,0.302,23.623,415,0,-0.333
"1553","2771",0,1,-0.678,1.955,415,0,-0.333
"1554","2818",0,1,-0.408,17.432,760,0,0.115
"1555","2818",0,0,0.572,21.255,760,0,0.115
"1556","2818",0,1,0.912,16.656,760,0,0.115
"1557","2818",0,1,0.052,17.465,760,0,0.115
"1558","2818",0,1,0.382,14.834,760,0,0.115
"1559","2818",0,1,-0.048,16.251,760,0,0.115
"1560","2818",0,0,0.002,10.226,760,0,0.115
"1561","2818",0,0,-0.848,8.355,760,0,0.115
"1562","2818",0,1,-0.888,5.834,760,0,0.115
"1563","2818",0,0,-0.058,21.605,760,0,0.115
"1564","2818",0,0,-0.238,22.483,760,0,0.115
"1565","2818",1,1,0.702,8.127,760,0,0.115
"1566","2818",0,1,0.692,21.059,760,0,0.115
"1567","2818",0,1,0.212,5.849,760,0,0.115
"1568","2818",0,1,0.422,11.555,760,0,0.115
"1569","2818",0,0,1.022,17.703,760,0,0.115
"1570","2818",0,0,0.712,13.528,760,0,0.115
"1571","2818",0,1,0.252,18.498,760,0,0.115
"1572","2818",0,1,-0.428,12.654,760,0,0.115
"1573","2818",0,0,-0.358,12.472,760,0,0.115
"1574","2818",0,0,0.842,8.635,760,0,0.115
"1575","2818",0,1,0.662,16.931,760,0,0.115
"1576","2818",0,0,-0.738,19.715,760,0,0.115
"1577","2818",0,0,-0.188,21.739,760,0,0.115
"1578","2818",0,0,0.062,11.127,760,0,0.115
"1579","2818",0,0,0.322,6.522,760,0,0.115
"1580","2818",0,0,-0.628,10.707,760,0,0.115
"1581","2818",0,0,1.512,12.557,760,0,0.115
"1582","2818",0,0,0.902,19.676,760,0,0.115
"1583","2818",0,1,0.892,16.733,760,0,0.115
"1584","2818",0,0,0.042,19.715,760,0,0.115
"1585","2818",0,1,0.582,8.775,760,0,0.115
"1586","2818",0,1,0.942,21.085,760,0,0.115
"1587","2818",0,0,-0.838,7.576,760,0,0.115
"1588","2818",0,1,-0.598,14.698,760,0,0.115
"1589","2818",0,1,-0.238,7.645,760,0,0.115
"1590","2818",0,1,0.362,17.883,760,0,0.115
"1591","2818",0,0,-0.548,2.991,760,0,0.115
"1592","2818",0,1,-0.888,6.464,760,0,0.115
"1593","2818",0,0,-0.568,5.608,760,0,0.115
"1594","2818",0,1,0.272,14.189,760,0,0.115
"1595","2818",0,1,-0.258,17.847,760,0,0.115
"1596","2917",1,1,-1.868,11.57,2194,0,-0.792
"1597","2917",1,1,0.312,1.536,2194,0,-0.792
"1598","2917",1,0,-0.808,4.925,2194,0,-0.792
"1599","2917",1,0,-0.988,13.57,2194,0,-0.792
"1600","2917",1,1,-0.248,13.604,2194,0,-0.792
"1601","2917",1,1,-0.858,17.634,2194,0,-0.792
"1602","2917",1,0,0.132,-1.423,2194,0,-0.792
"1603","2917",1,1,-0.578,4.064,2194,0,-0.792
"1604","2917",0,1,0.102,21.499,2194,0,-0.792
"1605","2917",1,1,-0.298,4.289,2194,0,-0.792
"1606","2917",1,0,-1.078,5.852,2194,0,-0.792
"1607","2917",1,0,-1.498,4.098,2194,0,-0.792
"1608","2917",1,1,-1.568,1.624,2194,0,-0.792
"1609","2917",0,0,0.982,3.489,2194,0,-0.792
"1610","2917",0,0,0.072,11.744,2194,0,-0.792
"1611","2917",1,1,-0.238,0.609,2194,0,-0.792
"1612","2917",1,0,-1.578,18.137,2194,0,-0.792
"1613","2917",1,0,-1.928,-1.732,2194,0,-0.792
"1614","2917",1,1,0.962,14.873,2194,0,-0.792
"1615","2917",1,1,-0.768,6.258,2194,0,-0.792
"1616","2917",1,1,-0.838,-0.576,2194,0,-0.792
"1617","2917",1,1,-1.608,4.627,2194,0,-0.792
"1618","2917",1,0,-0.618,0.384,2194,0,-0.792
"1619","2917",1,1,0.702,10.342,2194,0,-0.792
"1620","2917",1,1,-0.888,0.239,2194,0,-0.792
"1621","2917",1,0,-0.578,24.247,2194,0,-0.792
"1622","2917",1,0,-1.178,10.428,2194,0,-0.792
"1623","2917",1,1,-0.898,14.199,2194,0,-0.792
"1624","2917",1,1,-0.518,17.695,2194,0,-0.792
"1625","2917",1,1,-0.388,15.034,2194,0,-0.792
"1626","2917",1,0,-1.338,14.447,2194,0,-0.792
"1627","2917",1,1,-2.108,0.578,2194,0,-0.792
"1628","2917",1,0,-1.368,5.163,2194,0,-0.792
"1629","2917",1,0,1.732,0.426,2194,0,-0.792
"1630","2917",1,0,-1.338,13.096,2194,0,-0.792
"1631","2917",1,0,-0.468,18.929,2194,0,-0.792
"1632","2917",1,1,-0.828,16.19,2194,0,-0.792
"1633","2917",1,1,-1.488,6.245,2194,0,-0.792
"1634","2917",1,1,-0.588,5.514,2194,0,-0.792
"1635","2917",1,1,-2.468,0.936,2194,0,-0.792
"1636","2917",1,1,-1.368,5.898,2194,0,-0.792
"1637","2917",1,1,-1.818,2.191,2194,0,-0.792
"1638","2917",1,1,-2.328,0.643,2194,0,-0.792
"1639","2990",0,0,1.222,21.791,963,1,0.661
"1640","2990",1,0,0.432,21.14,963,1,0.661
"1641","2990",1,0,1.452,22.418,963,1,0.661
"1642","2990",1,0,0.122,20.752,963,1,0.661
"1643","2990",1,0,0.192,23.029,963,1,0.661
"1644","2990",1,0,-0.458,13.969,963,1,0.661
"1645","2990",1,0,1.122,24.993,963,1,0.661
"1646","2990",1,0,-0.178,19.192,963,1,0.661
"1647","2990",1,0,0.092,22.639,963,1,0.661
"1648","2990",1,0,1.452,15.507,963,1,0.661
"1649","2990",0,0,1.242,20.192,963,1,0.661
"1650","2990",1,0,0.902,24.401,963,1,0.661
"1651","2990",1,0,0.222,17.099,963,1,0.661
"1652","2990",1,0,0.892,22.016,963,1,0.661
"1653","2990",0,0,1.082,24.401,963,1,0.661
"1654","2990",1,0,-0.598,15.119,963,1,0.661
"1655","2990",0,0,1.422,13.823,963,1,0.661
"1656","2990",1,0,0.802,21.02,963,1,0.661
"1657","2990",1,0,1.512,16.93,963,1,0.661
"1658","2990",1,0,1.022,20.249,963,1,0.661
"1659","2990",0,0,0.852,21.345,963,1,0.661
"1660","2990",1,0,-0.928,16.162,963,1,0.661
"1661","2990",1,0,0.852,16.317,963,1,0.661
"1662","2990",0,0,0.822,22.845,963,1,0.661
"1663","2990",1,0,1.232,19.29,963,1,0.661
"1664","2990",0,0,0.212,24.479,963,1,0.661
"1665","2990",1,0,-0.428,11.616,963,1,0.661
"1666","2990",1,0,1.212,18.008,963,1,0.661
"1667","2990",1,0,1.112,19.12,963,1,0.661
"1668","2990",1,0,0.142,19.689,963,1,0.661
"1669","2990",0,0,1.262,23.002,963,1,0.661
"1670","2990",1,0,0.642,18.86,963,1,0.661
"1671","2990",0,0,-0.768,16.825,963,1,0.661
"1672","2990",1,0,0.552,22.219,963,1,0.661
"1673","2990",0,0,1.332,18.092,963,1,0.661
"1674","2990",0,0,0.252,17.209,963,1,0.661
"1675","2990",0,0,0.262,9.139,963,1,0.661
"1676","2990",1,0,1.262,18.608,963,1,0.661
"1677","2990",1,0,0.792,20.577,963,1,0.661
"1678","2990",0,0,0.482,13.859,963,1,0.661
"1679","2990",1,0,-0.058,20.682,963,1,0.661
"1680","2990",1,0,1.512,17.246,963,1,0.661
"1681","2990",1,0,1.512,9.574,963,1,0.661
"1682","2990",1,0,-0.288,6.315,963,1,0.661
"1683","2990",0,0,1.072,17.979,963,1,0.661
"1684","2990",0,0,1.002,21.396,963,1,0.661
"1685","2990",0,0,1.332,10.175,963,1,0.661
"1686","2990",1,0,0.242,14.192,963,1,0.661
"1687","2995",1,0,0.042,16.13,365,0,-0.296
"1688","2995",1,0,1.832,3.507,365,0,-0.296
"1689","2995",0,1,-0.298,13.641,365,0,-0.296
"1690","2995",0,0,-0.328,9.476,365,0,-0.296
"1691","2995",0,0,-0.438,13.207,365,0,-0.296
"1692","2995",0,1,0.482,16.358,365,0,-0.296
"1693","2995",0,0,0.032,24.107,365,0,-0.296
"1694","2995",1,1,-1.408,7.63,365,0,-0.296
"1695","2995",0,1,-1.688,17.47,365,0,-0.296
"1696","2995",0,0,0.532,7.089,365,0,-0.296
"1697","2995",1,1,-1.298,3.493,365,0,-0.296
"1698","2995",0,1,0.162,4.933,365,0,-0.296
"1699","2995",1,1,-0.938,7.756,365,0,-0.296
"1700","2995",0,0,-1.078,4.244,365,0,-0.296
"1701","2995",0,0,0.762,17.727,365,0,-0.296
"1702","2995",0,1,-0.268,3.066,365,0,-0.296
"1703","2995",0,0,1.112,22.835,365,0,-0.296
"1704","2995",0,1,-0.948,0.635,365,0,-0.296
"1705","2995",0,1,-0.758,8.297,365,0,-0.296
"1706","2995",1,0,-0.538,14.608,365,0,-0.296
"1707","2995",0,1,-0.708,7.128,365,0,-0.296
"1708","2995",0,0,0.312,15.14,365,0,-0.296
"1709","2995",0,0,-0.968,2.776,365,0,-0.296
"1710","2995",0,1,-1.688,12.825,365,0,-0.296
"1711","2995",0,0,-0.988,2.98,365,0,-0.296
"1712","2995",0,1,-0.038,19.253,365,0,-0.296
"1713","2995",0,1,-0.998,-0.535,365,0,-0.296
"1714","2995",0,0,0.012,21.935,365,0,-0.296
"1715","2995",0,0,-0.268,10.96,365,0,-0.296
"1716","2995",0,0,0.582,1.31,365,0,-0.296
"1717","2995",0,0,-0.288,0.431,365,0,-0.296
"1718","2995",0,1,-0.838,14.888,365,0,-0.296
"1719","2995",1,1,-1.678,9.699,365,0,-0.296
"1720","2995",0,0,0.162,-0.836,365,0,-0.296
"1721","2995",0,1,1.232,8.533,365,0,-0.296
"1722","2995",1,0,-1.338,0.495,365,0,-0.296
"1723","2995",0,0,0.982,8.144,365,0,-0.296
"1724","2995",0,0,-0.158,6.445,365,0,-0.296
"1725","2995",0,1,-1.618,19.705,365,0,-0.296
"1726","2995",0,0,-1.278,9.527,365,0,-0.296
"1727","2995",1,1,-1.638,-1.009,365,0,-0.296
"1728","2995",0,1,0.792,13.142,365,0,-0.296
"1729","2995",0,0,0.242,18.421,365,0,-0.296
"1730","2995",0,1,0.602,20.998,365,0,-0.296
"1731","2995",0,0,0.662,1.568,365,0,-0.296
"1732","2995",0,1,0.062,-1.011,365,0,-0.296
"1733","3013",0,0,0.022,22.221,760,0,-0.038
"1734","3013",0,0,0.692,21.474,760,0,-0.038
"1735","3013",0,0,-0.478,0.495,760,0,-0.038
"1736","3013",0,1,0.202,1.263,760,0,-0.038
"1737","3013",0,1,0.092,17.047,760,0,-0.038
"1738","3013",0,1,0.002,13.695,760,0,-0.038
"1739","3013",0,0,0.002,20.64,760,0,-0.038
"1740","3013",0,0,0.222,20.633,760,0,-0.038
"1741","3013",0,1,0.412,20.317,760,0,-0.038
"1742","3013",0,0,0.022,7.119,760,0,-0.038
"1743","3013",0,0,-0.598,9.408,760,0,-0.038
"1744","3013",0,0,0.402,17.372,760,0,-0.038
"1745","3013",0,1,0.142,13.491,760,0,-0.038
"1746","3013",0,1,0.262,17.485,760,0,-0.038
"1747","3013",0,0,-0.478,21.485,760,0,-0.038
"1748","3013",0,0,-0.518,11.153,760,0,-0.038
"1749","3013",0,0,0.662,12.377,760,0,-0.038
"1750","3013",0,1,-0.278,3.18,760,0,-0.038
"1751","3013",0,0,0.032,10.309,760,0,-0.038
"1752","3013",0,1,-0.428,16.722,760,0,-0.038
"1753","3013",0,1,-0.968,5.696,760,0,-0.038
"1754","3013",0,0,-0.618,17.717,760,0,-0.038
"1755","3013",0,0,0.252,20.159,760,0,-0.038
"1756","3013",0,0,-0.138,8.732,760,0,-0.038
"1757","3013",0,1,-0.778,-1.1,760,0,-0.038
"1758","3013",0,1,-0.048,10.899,760,0,-0.038
"1759","3013",0,0,-0.398,8.613,760,0,-0.038
"1760","3013",0,0,0.192,15.741,760,0,-0.038
"1761","3013",0,0,0.482,16.495,760,0,-0.038
"1762","3013",0,0,0.312,5.531,760,0,-0.038
"1763","3013",0,0,-0.768,22.377,760,0,-0.038
"1764","3013",0,0,-0.248,7.008,760,0,-0.038
"1765","3013",1,1,-0.708,5.229,760,0,-0.038
"1766","3013",0,1,0.372,12.215,760,0,-0.038
"1767","3013",0,1,0.402,14.92,760,0,-0.038
"1768","3013",0,0,0.232,13.009,760,0,-0.038
"1769","3013",0,1,-0.578,-0.008,760,0,-0.038
"1770","3013",0,0,-0.458,15.898,760,0,-0.038
"1771","3013",0,0,0.462,6.993,760,0,-0.038
"1772","3013",0,1,0.102,7.7,760,0,-0.038
"1773","3013",0,0,-0.118,6.428,760,0,-0.038
"1774","3013",0,0,-0.608,12.867,760,0,-0.038
"1775","3013",0,0,0.272,20.811,760,0,-0.038
"1776","3013",0,1,0.512,5.783,760,0,-0.038
"1777","3013",0,1,0.032,18.846,760,0,-0.038
"1778","3013",0,0,0.322,2.285,760,0,-0.038
"1779","3013",0,0,1.022,16.208,760,0,-0.038
"1780","3013",0,0,0.262,22.311,760,0,-0.038
"1781","3013",0,0,-0.188,-1.215,760,0,-0.038
"1782","3013",0,0,-0.168,19.696,760,0,-0.038
"1783","3013",0,1,0.772,22.854,760,0,-0.038
"1784","3013",0,0,-0.998,15.408,760,0,-0.038
"1785","3013",0,0,-0.948,14.382,760,0,-0.038
"1786","3020",0,1,-0.308,5.137,457,1,0.236
"1787","3020",0,1,-1.098,9.819,457,1,0.236
"1788","3020",1,1,-1.158,20.025,457,1,0.236
"1789","3020",0,1,0.902,22.012,457,1,0.236
"1790","3020",0,1,0.692,16.083,457,1,0.236
"1791","3020",0,1,0.682,21.474,457,1,0.236
"1792","3020",0,1,0.342,17.756,457,1,0.236
"1793","3020",0,1,0.772,19.702,457,1,0.236
"1794","3020",0,1,0.682,11.789,457,1,0.236
"1795","3020",0,1,-0.118,7.395,457,1,0.236
"1796","3020",0,1,1.032,12.158,457,1,0.236
"1797","3020",0,1,-0.498,11.461,457,1,0.236
"1798","3020",0,1,-1.258,4.094,457,1,0.236
"1799","3020",0,1,-0.468,10.755,457,1,0.236
"1800","3020",0,1,-0.148,21.164,457,1,0.236
"1801","3020",0,1,0.132,15.936,457,1,0.236
"1802","3020",0,1,0.482,14.254,457,1,0.236
"1803","3020",0,1,-0.538,14.128,457,1,0.236
"1804","3020",0,1,0.902,16.42,457,1,0.236
"1805","3020",0,1,0.222,17.291,457,1,0.236
"1806","3020",0,1,0.212,22.245,457,1,0.236
"1807","3020",0,1,1.182,24.319,457,1,0.236
"1808","3020",0,1,-0.968,24.993,457,1,0.236
"1809","3020",0,1,0.152,22.781,457,1,0.236
"1810","3020",0,1,-0.398,16.205,457,1,0.236
"1811","3020",1,1,1.032,16.67,457,1,0.236
"1812","3020",0,1,-0.308,14.069,457,1,0.236
"1813","3020",0,1,0.692,17.839,457,1,0.236
"1814","3020",0,1,0.712,-2.528,457,1,0.236
"1815","3020",0,1,0.212,13.555,457,1,0.236
"1816","3020",0,1,0.572,21.011,457,1,0.236
"1817","3020",0,1,-0.278,8.057,457,1,0.236
"1818","3020",0,1,0.932,17.393,457,1,0.236
"1819","3020",0,1,0.662,14.94,457,1,0.236
"1820","3020",0,1,-1.128,11.591,457,1,0.236
"1821","3020",0,1,0.942,8.656,457,1,0.236
"1822","3020",0,1,1.152,3.571,457,1,0.236
"1823","3020",0,1,-0.258,10.857,457,1,0.236
"1824","3020",0,1,0.052,6.151,457,1,0.236
"1825","3020",0,1,0.262,13.335,457,1,0.236
"1826","3020",0,1,0.132,21.468,457,1,0.236
"1827","3020",0,1,-0.718,3.617,457,1,0.236
